epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.37074005603790283,0.0010000000474974513,1.753860354423523,0.22122302651405334,2.0067195892333984
1,0.4185774624347687,0.0010000000474974513,1.557892084121704,0.2823741137981415,1.884945273399353
2,0.4508587419986725,0.0010000000474974513,1.4571484327316284,0.40935251116752625,1.553963303565979
3,0.4907832145690918,0.0010000000474974513,1.3599871397018433,0.42446044087409973,1.6801023483276367
4,0.5228846073150635,0.0010000000474974513,1.2924749851226807,0.33273380994796753,1.9033491611480713
5,0.5398795008659363,0.0010000000474974513,1.25505793094635,0.5230215787887573,1.357887864112854
6,0.5619099140167236,0.0010000000474974513,1.2077834606170654,0.519064724445343,1.4027634859085083
7,0.5669454336166382,0.0010000000474974513,1.1841778755187988,0.3082733750343323,2.5968916416168213
8,0.584479808807373,0.0010000000474974513,1.142979383468628,0.5420863032341003,1.2553744316101074
9,0.5929322838783264,0.0010000000474974513,1.1236331462860107,0.3992805778980255,2.328171730041504
10,0.6015645861625671,0.0010000000474974513,1.0951366424560547,0.40719425678253174,1.9157782793045044
11,0.6035428643226624,0.0010000000474974513,1.0861653089523315,0.39244604110717773,2.3825364112854004
12,0.6367233395576477,0.0005000000237487257,1.0093456506729126,0.5715827345848083,1.233366847038269
13,0.6476036310195923,0.0005000000237487257,0.9923191070556641,0.3974820077419281,1.960369348526001
14,0.6490423679351807,0.0005000000237487257,0.9757680892944336,0.5374100804328918,1.4137587547302246
15,0.6605520844459534,0.0005000000237487257,0.9600268006324768,0.553597092628479,1.2699347734451294
16,0.672691285610199,0.0002500000118743628,0.9130287766456604,0.5913668870925903,1.1695868968963623
17,0.6770973801612854,0.0002500000118743628,0.8989955186843872,0.564028799533844,1.3726063966751099
18,0.6801546812057495,0.0002500000118743628,0.8868930339813232,0.6474820375442505,1.000115990638733
19,0.6952612400054932,0.0002500000118743628,0.8689238429069519,0.6665467619895935,1.0007926225662231
20,0.6927434802055359,0.0002500000118743628,0.8627817034721375,0.6586331129074097,1.009979248046875
21,0.7011959552764893,0.0002500000118743628,0.846786618232727,0.637410044670105,1.1070691347122192
22,0.7020951509475708,0.0002500000118743628,0.8386662006378174,0.6967625617980957,0.9141238927841187
23,0.7038935422897339,0.0002500000118743628,0.8408971428871155,0.6719424724578857,0.9676387310028076
24,0.7075802683830261,0.0002500000118743628,0.8226062655448914,0.6273381114006042,1.0319576263427734
25,0.7097383141517639,0.0002500000118743628,0.8192535638809204,0.6694244742393494,0.9576645493507385
26,0.7241255044937134,0.0001250000059371814,0.7740992307662964,0.685971200466156,0.9733916521072388
27,0.7351856827735901,0.0001250000059371814,0.761029839515686,0.7093524932861328,0.886716365814209
28,0.7323981523513794,0.0001250000059371814,0.757210910320282,0.6561151146888733,1.0037133693695068
29,0.7360848784446716,0.0001250000059371814,0.7525562047958374,0.6794964075088501,0.985201895236969
30,0.7407607436180115,0.0001250000059371814,0.7418010234832764,0.680935263633728,0.9628824591636658
31,0.7493031024932861,6.25000029685907e-05,0.7237720489501953,0.7223021388053894,0.8411624431610107
32,0.752720057964325,6.25000029685907e-05,0.7132552862167358,0.7118704915046692,0.8810932636260986
33,0.7582951188087463,6.25000029685907e-05,0.7063942551612854,0.7233812808990479,0.8599293828010559
34,0.7536192536354065,6.25000029685907e-05,0.703119695186615,0.7255395650863647,0.8751931190490723
35,0.7557773590087891,6.25000029685907e-05,0.7049243450164795,0.729496419429779,0.8155216574668884
36,0.7580253481864929,6.25000029685907e-05,0.6906059980392456,0.7273381352424622,0.8407987356185913
37,0.7597338557243347,6.25000029685907e-05,0.6933460235595703,0.7129496335983276,0.8777536153793335
38,0.7560471296310425,6.25000029685907e-05,0.687952995300293,0.7100719213485718,0.925548791885376
39,0.7630608677864075,3.125000148429535e-05,0.6788973808288574,0.7363309264183044,0.8186496496200562
40,0.7704343199729919,3.125000148429535e-05,0.6650838255882263,0.7327337861061096,0.8332556486129761
41,0.7683661580085754,3.125000148429535e-05,0.6648410558700562,0.7172662019729614,0.8663511276245117
42,0.7700746059417725,3.125000148429535e-05,0.6692736148834229,0.7298561334609985,0.8452562093734741
43,0.7724125385284424,1.5625000742147677e-05,0.655388355255127,0.7402877807617188,0.8364502191543579
44,0.7730419635772705,1.5625000742147677e-05,0.6566780209541321,0.7384892106056213,0.8226067423820496
45,0.7766388058662415,1.5625000742147677e-05,0.663650631904602,0.7489208579063416,0.8086866736412048
46,0.77340167760849,1.5625000742147677e-05,0.6494255065917969,0.7399280667304993,0.837354838848114
47,0.7742109298706055,1.5625000742147677e-05,0.6554171442985535,0.7374100685119629,0.8467746376991272
48,0.772232711315155,1.5625000742147677e-05,0.6617620587348938,0.749280571937561,0.8154658675193787
49,0.7740311026573181,1.5625000742147677e-05,0.6540189981460571,0.7478417158126831,0.8054490685462952
