accuracy,loss,val_accuracy,val_loss,learning_rate
0.7877888679504395,0.6151435971260071,0.5129496455192566,1.601565957069397,0.0010000000474974513
0.8021760582923889,0.5870276689529419,0.5082733631134033,1.7910945415496826,0.0010000000474974513
0.7962413430213928,0.5877276659011841,0.5172662138938904,1.463061809539795,0.0010000000474974513
0.8073015213012695,0.5645971298217773,0.6992805600166321,0.8901654481887817,0.0010000000474974513
0.80694180727005,0.5592798590660095,0.6557554006576538,1.0913872718811035,0.0010000000474974513
0.8140454888343811,0.5524944067001343,0.6413668990135193,1.112137794494629,0.0010000000474974513
0.8136858344078064,0.5488540530204773,0.6237410306930542,1.241558313369751,0.0010000000474974513
0.8367952704429626,0.4777253270149231,0.7550359964370728,0.7686565518379211,0.0005000000237487257
0.84515780210495,0.45668721199035645,0.7669064998626709,0.7270036339759827,0.0005000000237487257
0.846956193447113,0.444619357585907,0.721222996711731,0.8436396718025208,0.0005000000237487257
